club,nation,league,name,rating,position,price,card_types
Inter,Belgium,Serie A TIM,Radja Nainggolan,83,CAM,6.9K,gold rare
RB Leipzig,Austria,Bundesliga,Marcel Sabitzer,83,CM,4K,gold rare
LAFC,Mexico,Major League Soccer (MLS),Carlos Vela,83,RW,1.9K,gold rare
Inter Miami CF,France,Major League Soccer (MLS),Blaise Matuidi,83,CDM,2.9K,gold rare
Frankfurt,Germany,Bundesliga,Kevin Trapp,83,GK,1.9K,gold rare
M'gladbach,Switzerland,Bundesliga,Denis Zakaria,83,CDM,3.5K,gold rare
Leverkusen,Chile,Bundesliga,Charles Aránguiz,83,CDM,3.5K,gold rare
FC Barcelona,Portugal,LaLiga Santander,Nélson Semedo,83,RB,0,gold rare
Spurs,Wales,Premier League,Gareth Bale,83,RW,62K,otw gold rare
Piemonte Calcio,Argentina,Serie A TIM,Gonzalo Higuaín,83,ST,0,gold rare
Beijing Guoan,Brazil,Chinese FA Super L. (CHN 1),Renato Augusto,83,CM,2.9K,gold rare
SL Benfica,Belgium,Liga NOS (POR 1),Jan Vertonghen,83,CB,4.4K,gold rare
Al Shabab,Argentina,MBS Pro League (SAU 1),Éver Banega,83,CM,6.1K,gold rare
Roma FC,Bosnia and Herzegovina,Serie A TIM,Edin Džeko,83,ST,2.2K,gold rare
FC Barcelona,Chile,LaLiga Santander,Arturo Vidal,83,CM,0,gold rare
Athletic Club,Spain,LaLiga Santander,Yuri Berchiche Izeta,83,LB,4.8K,gold rare
Sevilla FC,Brazil,LaLiga Santander,Fernando Reges,83,CDM,3.9K,gold rare
Guangzhou,Brazil,Chinese FA Super L. (CHN 1),Paulinho,83,CM,3K,gold rare
Shanghai SIPG,Brazil,Chinese FA Super L. (CHN 1),Oscar dos Santos Emboaba,83,CAM,2.1K,gold rare
Athletic Club,Spain,LaLiga Santander,Iker Muniain Goñi,83,LW,4.3K,gold rare
Leverkusen,Finland,Bundesliga,Lukáš Hrádecký,83,GK,1.8K,gold rare
Napoli,Greece,Serie A TIM,Kostas Manolas,83,CB,5.8K,gold rare
VfL Wolfsburg,Belgium,Bundesliga,Koen Casteels,83,GK,1.9K,gold rare
Arsenal,France,Premier League,Alexandre Lacazette,83,ST,6.7K,gold rare
Levante UD,Spain,LaLiga Santander,Aitor Fernández,83,GK,2.5K,gold rare
FC Barcelona,Spain,LaLiga Santander,Sergi Roberto Carnicer,83,RB,5.3K,gold rare
Lazio,Italy,Serie A TIM,Francesco Acerbi,83,CB,6.9K,gold rare
Everton,Brazil,Premier League,Allan Marques Loureiro,83,CM,4.4K,gold rare
Real Sociedad,Spain,LaLiga Santander,Cristian Portugues Manzanera,83,RW,4.9K,gold rare
FC Barcelona,France,LaLiga Santander,Samuel Umtiti,83,CB,6.4K,gold rare
Başakşehir,Bosnia and Herzegovina,Süper Lig (TUR 1),Edin Višća,83,RM,2.3K,gold rare
Villarreal CF,Spain,LaLiga Santander,Gerard Moreno Balagueró,83,ST,5.9K,gold rare
Frankfurt,Serbia,Bundesliga,Filip Kostić,83,LM,2.9K,gold rare
Valencia CF,Spain,LaLiga Santander,José Luís Gayà Peña,83,LB,4.6K,gold rare
Lazio,Albania,Serie A TIM,Thomas Strakosha,83,GK,1.8K,gold rare
Atalanta,Colombia,Serie A TIM,Duván Zapata,83,ST,3.3K,gold rare
Real Betis,France,LaLiga Santander,Nabil Fekir,83,CAM,3.9K,gold rare
Sevilla FC,Brazil,LaLiga Santander,Diego Carlos Santos Silva,83,CB,6.4K,gold rare
Newcastle Utd,Slovakia,Premier League,Martin Dúbravka,83,GK,2K,gold rare
Roma FC,Spain,Serie A TIM,Pau López Sabata,83,GK,2K,gold rare
Manchester Utd,Netherlands,Premier League,Donny van de Beek,83,CM,3.5K,gold rare
Inter Miami CF,Argentina,Major League Soccer (MLS),Gonzalo Higuaín,83,ST,2K,gold rare
Inter,Chile,Serie A TIM,Arturo Vidal,83,CM,5K,gold rare
Wolves,Portugal,Premier League,Nélson Semedo,83,RB,7.5K,gold rare
Sevilla FC,Argentina,LaLiga Santander,Marcos Acuña,83,LB,3.8K,gold rare
Napoli,Mexico,Serie A TIM,Hirving Lozano,83,RM,57.5K,if gold rare
Real Madrid,Wales,LaLiga Santander,Gareth Bale,83,RW,0,gold rare
Real Betis,Spain,LaLiga Santander,Joaquín Sánchez Rodríguez,83,RM,66.5K,if gold rare
Aston Villa,England,Premier League,Jack Grealish,83,LM,44K,if gold rare
Milan,France,Serie A TIM,Theo Hernández,83,LB,199K,if gold rare
Newcastle Utd,France,Premier League,Allan Saint-Maximin,83,LM,319K,if gold rare
Everton,Brazil,Premier League,Allan Marques Loureiro,83,CM,29.25K,otw gold rare
Liverpool,Portugal,Premier League,Diogo Jota,83,LW,0,otw gold rare
CSKA Moscow,Croatia,League of Russia (RUS 1),Nikola Vlašic,83,CAM,26.75K,if gold rare
Frankfurt,Austria,Bundesliga,Martin Hinteregger,83,CB,38K,if gold rare
Manchester Utd,Netherlands,Premier League,Donny van de Beek,83,CM,32K,otw gold rare
Wolves,Portugal,Premier League,Nélson Semedo,83,RB,55.5K,otw gold rare
Inter Miami CF,France,Major League Soccer (MLS),Blaise Matuidi,83,CDM,18.1K,otw gold rare
Sevilla FC,Argentina,LaLiga Santander,Marcos Acuña,83,LB,3.8K,ucl_rare gold rare
Sevilla FC,Brazil,LaLiga Santander,Diego Carlos Santos Silva,83,CB,6.8K,ucl_rare gold rare
Manchester Utd,England,Premier League,Aaron Wan-Bissaka,83,RB,7.3K,ucl_rare gold rare
Sevilla FC,Brazil,LaLiga Santander,Fernando Reges,83,CDM,4K,ucl_rare gold rare
Inter,Morocco,Serie A TIM,Achraf Hakimi,83,RM,5K,ucl_rare gold rare
Inter,Belgium,Serie A TIM,Radja Nainggolan,83,CAM,6.9K,ucl_rare gold rare
Inter,Chile,Serie A TIM,Arturo Vidal,83,CM,5K,ucl_rare gold rare
Real Madrid,France,LaLiga Santander,Ferland Mendy,83,LB,14.25K,ucl_rare gold rare
Real Madrid,Uruguay,LaLiga Santander,Federico Valverde,83,CM,4.4K,ucl_rare gold rare
Real Madrid,Brazil,LaLiga Santander,Marcelo,83,LB,5.1K,ucl_rare gold rare
Real Madrid,Norway,LaLiga Santander,Martin Ødegaard,83,CAM,6.4K,ucl_rare gold rare
RB Leipzig,Austria,Bundesliga,Marcel Sabitzer,83,CM,4K,ucl_rare gold rare
Lazio,Italy,Serie A TIM,Francesco Acerbi,83,CB,7.3K,ucl_rare gold rare
Liverpool,England,Premier League,Joe Gomez,83,CB,9.2K,ucl_rare gold rare
Atalanta,Colombia,Serie A TIM,Duván Zapata,83,ST,5.5K,ucl_rare gold rare
Lazio,Albania,Serie A TIM,Thomas Strakosha,83,GK,4.1K,ucl_rare gold rare
Liverpool,Cameroon,Premier League,Joel Matip,83,CB,7K,ucl_rare gold rare
Dortmund,Belgium,Bundesliga,Thorgan Hazard,83,LM,3.7K,ucl_rare gold rare
M'gladbach,Switzerland,Bundesliga,Denis Zakaria,83,CDM,3.5K,ucl_rare gold rare
OM,France,Ligue 1 Conforama,Steve Mandanda,83,GK,2.1K,ucl_rare gold rare
Ajax,Serbia,Eredivisie (NED 1),Dušan Tadic,83,CF,1.9K,ucl_rare gold rare
Başakşehir,Bosnia and Herzegovina,Süper Lig (TUR 1),Edin Višca,83,RM,2.3K,ucl_rare gold rare
Manchester Utd,Netherlands,Premier League,Donny van de Beek,83,CM,3.5K,ucl_rare gold rare
Chelsea,Italy,Premier League,Luiz Frello Filho Jorge,83,CM,4.7K,ucl_rare gold rare
Chelsea,Croatia,Premier League,Mateo Kovacic,83,CM,3.8K,ucl_rare gold rare
FC Barcelona,France,LaLiga Santander,Ousmane Dembélé,83,LW,5.4K,ucl_rare gold rare
FC Barcelona,France,LaLiga Santander,Samuel Umtiti,83,CB,6.4K,ucl_rare gold rare
Atlético de Madrid,England,LaLiga Santander,Kieran Trippier,83,RB,5.8K,ucl_rare gold rare
FC Barcelona,Brazil,LaLiga Santander,Coutinho,83,CAM,3.9K,ucl_rare gold rare
FC Barcelona,Spain,LaLiga Santander,Sergi Roberto Carnicer,83,RB,5.2K,ucl_rare gold rare
Paris SG,Spain,Ligue 1 Conforama,Bernat,83,LB,4.7K,ucl_rare gold rare
Manchester City,Brazil,Premier League,Gabriel Jesus,83,ST,6.8K,ucl_rare gold rare
Manchester City,Portugal,Premier League,João Cancelo,83,RB,6.9K,ucl_rare gold rare
Manchester City,Germany,Premier League,Ilkay Gündogan,83,CM,4.6K,ucl_rare gold rare
OGC Nice,France,Ligue 1 Conforama,Hassane Kamara,83,LB,58K,halloween gold rare
LOSC,France,Ligue 1 Conforama,Benjamin André,83,CDM,25K,halloween gold rare
PSV,Netherlands,Eredivisie (NED 1),Denzel Dumfries,83,RB,34.5K,halloween gold rare
1. FSV Mainz 05,Cameroon,Bundesliga,Kunde Malong,83,CDM,70.4K,halloween gold rare
Torino,Italy,Serie A TIM,Andrea Belotti,83,ST,48.75K,if gold rare
Southampton,England,Premier League,Danny Ings,83,ST,49.25K,if gold rare
Crystal Palace,Netherlands,Premier League,Patrick van Aanholt,83,LB,225K,halloween gold rare
Wolves,Portugal,Premier League,Daniel Podence,83,LW,49K,halloween gold rare
Milan,Turkey,Serie A TIM,Hakan Çalhanoglu,83,LW,30K,halloween gold rare
Jiangsu Suning,Brazil,Chinese FA Super L. (CHN 1),Alex Teixeira dos Santos,83,ST,66.5K,halloween gold rare
SJ Earthquakes,United States,Major League Soccer (MLS),Nick Lima,83,LB,0,objective_reward_3 gold rare
Roma FC,Armenia,Serie A TIM,Henrikh Mkhitaryan,83,LF,42K,if gold rare
TSG Hoffenheim,Togo,Bundesliga,Ihlas Bebou,83,ST,264K,europa_live gold rare
Spurs,Denmark,Premier League,Pierre-Emile Højbjerg,83,CDM,37.75K,if gold rare
Sassuolo,Italy,Serie A TIM,Domenico Berardi,83,RM,0,if gold rare
Real Madrid,Brazil,LaLiga Santander,Rodrygo Silva de Goes,83,RW,0,bluered gold rare
Spurs,Netherlands,Premier League,Steven Bergwijn,83,LM,0,console_de gold rare
PSV,Germany,Eredivisie (NED 1),Timo Baumgartl,83,CB,0,objective_reward_3 gold rare
Liverpool,Portugal,Premier League,Diogo Jota,83,CF,62K,ucl_tott gold rare
FC Porto,Brazil,Liga NOS (POR 1),Otávio Edmilson da Silva Monteiro,83,RM,38.25K,if gold rare
FC Schalke 04,Senegal,Bundesliga,Salif Sané,83,CDM,20.25K,futmas gold rare
Torino,Switzerland,Serie A TIM,Ricardo Rodríguez,83,CDM,17.5K,futmas gold rare
AS Monaco,Russia,Ligue 1 Conforama,Alexandr Golovin,83,RB,20K,futmas gold rare
M'gladbach,Germany,Bundesliga,Lars Stindl,83,CAM,31.5K,if gold rare
Fiorentina,Ghana,Serie A TIM,Alfred Duncan,83,CM,0,objective_reward gold rare
Angers SCO,Senegal,Ligue 1 Conforama,Sada Thioub,83,RM,0,objective_reward gold rare
Beijing Guoan,Congo DR,Chinese FA Super L. (CHN 1),Cédric Bakambu,83,ST,0,objective_reward gold rare
Real Madrid,Spain,LaLiga Santander,Lucas Vázquez,83,RW,34.25K,if gold rare
Napoli,Poland,Serie A TIM,Piotr Zielinski,83,CAM,29K,if gold rare
Cagliari,Belgium,Serie A TIM,Radja Nainggolan,83,CAM,3.8K,gold rare
Spurs,France,Premier League,Tanguy Ndombele,83,CM,30K,if gold rare
Inter,Italy,Serie A TIM,Nicolò Barella,83,CM,44.75K,if gold rare
Manchester City,England,Premier League,John Stones,83,CB,29.25K,if gold rare
Frankfurt,Serbia,Bundesliga,Luka Jovic,83,ST,29K,if gold rare
LOSC,France,Ligue 1 Conforama,Benjamin André,83,CDM,19K,if gold rare
Athletic Club,Spain,LaLiga Santander,Raúl García Escudero,83,ST,15K,motm gold rare
Arsenal,Norway,Premier League,Martin Ødegaard,83,CAM,2.9K,gold rare
RB Leipzig,Spain,Bundesliga,José Ángel Esmoris Tasende,83,LM,23.5K,if gold rare
Leicester City,Turkey,Premier League,Çaglar Söyüncü,83,CB,18.25K,motm gold rare
Athletic Club,Spain,LaLiga Santander,Iñigo Martínez Berridi,83,CB,18.5K,motm gold rare
RB Leipzig,France,Bundesliga,Christopher Nkunku,83,ST,21.25K,if gold rare
Al Hilal,France,MBS Pro League (SAU 1),Bafétimbi Gomis,83,ST,17K,if gold rare
OM,France,Ligue 1 Conforama,Dimitri Payet,82,LW,1.2K,gold rare
Spurs,Argentina,Premier League,Giovani Lo Celso,82,CM,1.3K,gold rare
Real Madrid,Spain,LaLiga Santander,Marco Asensio,82,LW,1.3K,gold rare
Dortmund,Germany,Bundesliga,Emre Can,82,CM,2.7K,gold rare
Atlético de Madrid,Spain,LaLiga Santander,Marcos Llorente,82,CM,4.2K,gold rare
Atlético de Madrid,Belgium,LaLiga Santander,Yannick Carrasco,82,LM,1.2K,gold rare
Ajax,Netherlands,Eredivisie (NED 1),Quincy Promes,82,CAM,1K,gold rare
Arsenal,Germany,Premier League,Mesut Özil,82,CAM,1.7K,gold rare
Ajax,Netherlands,Eredivisie (NED 1),Daley Blind,82,CB,1.5K,gold rare
Everton,Colombia,Premier League,James Rodríguez,82,CAM,1.1K,gold rare
Guangzhou,Brazil,Chinese FA Super L. (CHN 1),Anderson Talisca,82,CAM,1.1K,gold rare
Arsenal,Côte d'Ivoire,Premier League,Nicolas Pépé,82,RM,1.5K,gold rare
TSG Hoffenheim,Croatia,Bundesliga,Andrej Kramaric,82,ST,1K,gold rare
LOSC,France,Ligue 1 Conforama,Mike Maignan,82,GK,950,gold rare
Piemonte Calcio,Italy,Serie A TIM,Gianluigi Buffon,82,GK,2.9K,gold rare
Villarreal CF,Spain,LaLiga Santander,Raúl Albiol Tortajada,82,CB,6.7K,gold non-rare
Sevilla FC,Croatia,LaLiga Santander,Ivan Rakitić,82,CM,1.2K,gold rare
Leverkusen,Germany,Bundesliga,Lars Bender,82,RB,1.6K,gold rare
Villarreal CF,Spain,LaLiga Santander,Sergio Asenjo Andrés,82,GK,950,gold rare
Arsenal,Brazil,Premier League,Willian Borges da Silva,82,RW,1.6K,gold rare
Inter,Croatia,Serie A TIM,Ivan Perišić,82,LM,1.7K,gold rare
Galatasaray,Uruguay,Süper Lig (TUR 1),Fernando Muslera,82,GK,900,gold rare
FC Bayern,Germany,Bundesliga,Jérôme Boateng,82,CB,2.6K,gold rare
Shanghai SIPG,Austria,Chinese FA Super L. (CHN 1),Marko Arnautović,82,ST,1K,gold rare
Inter,Serbia,Serie A TIM,Aleksandar Kolarov,82,LB,2.4K,gold rare
Piemonte Calcio,Wales,Serie A TIM,Aaron Ramsey,82,CM,2.8K,gold rare
Real Betis,Spain,LaLiga Santander,Sergio Canales Madrazo,82,CM,2.3K,gold rare
Paris SG,France,Ligue 1 Conforama,Alphonse Areola,82,GK,0,gold rare
CSKA Moscow,Russia,League of Russia (RUS 1),Mário Figueira Fernandes,82,RWB,1K,gold rare
TSG Hoffenheim,Germany,Bundesliga,Oliver Baumann,82,GK,1K,gold rare
FC Barcelona,Brazil,LaLiga Santander,Norberto Murara Neto,82,GK,1.5K,gold rare
Genoa,Italy,Serie A TIM,Mattia Perin,82,GK,950,gold rare
Leeds United,Spain,Premier League,Rodrigo Moreno Machado,82,ST,2.3K,gold rare
FC Porto,Portugal,Liga NOS (POR 1),Danilo Luís Hélio Pereira,82,CDM,13.25K,gold rare
FC Porto,Argentina,Liga NOS (POR 1),Agustín Marchesín,82,GK,3.9K,gold non-rare
Atlético de Madrid,Spain,LaLiga Santander,Álvaro Borja Morata Martín,82,ST,0,gold rare
Valencia CF,Brazil,LaLiga Santander,Gabriel Armando de Abreu,82,CB,1.8K,gold rare
Leverkusen,Germany,Bundesliga,Karim Bellarabi,82,RM,1.9K,gold rare
Manchester Utd,England,Premier League,Harry Maguire,82,CB,2.9K,gold rare
Burnley,England,Premier League,Nick Pope,82,GK,2K,gold rare
Sevilla FC,Czech Republic,LaLiga Santander,Tomáš Vaclík,82,GK,900,gold rare
OM,France,Ligue 1 Conforama,Florian Thauvin,82,RW,1.8K,gold rare
Sevilla FC,Argentina,LaLiga Santander,Lucas Ocampos,82,RW,1.4K,gold rare
Chelsea,Spain,Premier League,Kepa Arrizabalaga,82,GK,1.1K,gold rare
M'gladbach,Germany,Bundesliga,Matthias Ginter,82,CB,2.2K,gold rare
D. Alavés,Spain,LaLiga Santander,Fernando Pacheco Flores,82,GK,1K,gold rare
RB Leipzig,Germany,Bundesliga,Marcel Halstenberg,82,LB,1.6K,gold rare
Atlético de Madrid,Argentina,LaLiga Santander,Ángel Correa,82,RM,1.6K,gold rare
Villarreal CF,Argentina,LaLiga Santander,Gerónimo Rulli,82,GK,950,gold rare
Getafe CF,Togo,LaLiga Santander,Dakonam Djené,82,CB,1.8K,gold rare
FC Bayern,France,Bundesliga,Lucas Hernández,82,CB,2.5K,gold rare
Atalanta,Germany,Serie A TIM,Robin Gosens,82,LM,1.5K,gold rare
Getafe CF,Spain,LaLiga Santander,David Soria Solís,82,GK,1.2K,gold non-rare
Wolves,Portugal,Premier League,Rúben Diogo da Silva Neves,82,CM,1.2K,gold rare
RB Leipzig,Austria,Bundesliga,Konrad Laimer,82,CDM,1.5K,gold rare
Napoli,Spain,Serie A TIM,Fabián Ruiz Peña,82,CM,1.4K,gold rare
Werder Bremen,Czech Republic,Bundesliga,Jiří Pavlenka,82,GK,950,gold rare
Real Madrid,Spain,LaLiga Santander,Sergio Reguilón Rodríguez,82,LB,0,gold rare
Piemonte Calcio,Spain,Serie A TIM,Morata,82,ST,3K,gold rare
Spurs,Spain,Premier League,Sergio Reguilón Rodríguez,82,LB,2K,gold rare
Fulham,France,Premier League,Alphonse Areola,82,GK,1.4K,gold rare
RB Leipzig,France,Bundesliga,Dayot Upamecano,82,CB,98K,if gold rare
LOSC,Portugal,Ligue 1 Conforama,José Miguel da Rocha Fonte,82,CB,40K,if gold rare
Sassuolo,Italy,Serie A TIM,Francesco Caputo,82,ST,31.5K,if gold rare
LOSC,Portugal,Ligue 1 Conforama,Renato Sanches,82,CM,264K,if gold rare
Getafe CF,Spain,LaLiga Santander,Ángel Luís Rodríguez Díaz,82,ST,0,if gold rare
Napoli,Nigeria,Serie A TIM,Victor Osimhen,82,ST,14.5K,otw gold rare
Paris SG,Portugal,Ligue 1 Conforama,Danilo Luís Hélio Pereira,82,CDM,1.4K,gold rare
Everton,Iceland,Premier League,Gylfi Sigurðsson,82,ST,37.25K,if gold rare
Atlas,Colombia,LIGA BBVA MX (MEX 1),Camilo Vargas,82,GK,19.75K,if gold rare
Rennes,Mali,Ligue 1 Conforama,Hamari Traoré,82,RB,26.5K,if gold rare
Levante UD,FYR Macedonia,LaLiga Santander,Enis Bardhi,82,CAM,37.75K,if gold rare
Chelsea,France,Premier League,Olivier Giroud,82,ST,42K,if gold rare
Al Hilal,Peru,MBS Pro League (SAU 1),André Carrillo,82,RW,26K,if gold rare
Leeds United,Spain,Premier League,Rodrigo Moreno Machado,82,ST,42.25K,otw gold rare
Inter,Serbia,Serie A TIM,Aleksandar Kolarov,82,LB,6K,ucl_rare gold rare
Inter,Croatia,Serie A TIM,Ivan Perišic,82,LM,3.9K,ucl_rare gold rare
Real Madrid,Spain,LaLiga Santander,Marco Asensio,82,LW,1.4K,ucl_rare gold rare
RB Leipzig,Austria,Bundesliga,Konrad Laimer,82,CDM,6.2K,ucl_rare gold rare
RB Leipzig,Germany,Bundesliga,Marcel Halstenberg,82,LB,1.5K,ucl_rare gold rare
Atalanta,Germany,Serie A TIM,Robin Gosens,82,LM,3.8K,ucl_rare gold rare
FC Porto,Portugal,Liga NOS (POR 1),Danilo Luís Hélio Pereira,82,CDM,0,ucl_rare gold rare
FC Porto,Argentina,Liga NOS (POR 1),Agustín Marchesín,82,GK,4K,ucl_non_rare gold rare
Dortmund,Germany,Bundesliga,Emre Can,82,CM,2.6K,ucl_rare gold rare
M'gladbach,Germany,Bundesliga,Matthias Ginter,82,CB,2.2K,ucl_rare gold rare
FC Bayern,Germany,Bundesliga,Jérôme Boateng,82,CB,2.7K,ucl_rare gold rare
FC Bayern,France,Bundesliga,Lucas Hernández,82,CB,2.6K,ucl_rare gold rare
OM,France,Ligue 1 Conforama,Florian Thauvin,82,RW,2.7K,ucl_rare gold rare
OM,France,Ligue 1 Conforama,Dimitri Payet,82,LW,2.5K,ucl_rare gold rare
Ajax,Netherlands,Eredivisie (NED 1),Quincy Promes,82,CAM,1.4K,ucl_rare gold rare
Manchester Utd,England,Premier League,Harry Maguire,82,CB,2.9K,ucl_rare gold rare
Sevilla FC,Croatia,LaLiga Santander,Ivan Rakitic,82,CM,1.4K,ucl_rare gold rare
Sevilla FC,Czech Republic,LaLiga Santander,Tomáš Vaclík,82,GK,1.2K,ucl_rare gold rare
Sevilla FC,Argentina,LaLiga Santander,Lucas Ocampos,82,RW,1.5K,ucl_rare gold rare
Chelsea,Spain,Premier League,Kepa Arrizabalaga,82,GK,1.6K,ucl_rare gold rare
Atlético de Madrid,Belgium,LaLiga Santander,Yannick Carrasco,82,LM,1.6K,ucl_rare gold rare
Atlético de Madrid,Argentina,LaLiga Santander,Ángel Correa,82,RM,2.2K,ucl_rare gold rare
FC Barcelona,Brazil,LaLiga Santander,Norberto Murara Neto,82,GK,1.8K,ucl_rare gold rare
Atlético de Madrid,Spain,LaLiga Santander,Marcos Llorente,82,CM,4.1K,ucl_rare gold rare
Piemonte Calcio,Italy,Serie A TIM,Gianluigi Buffon,82,GK,4.6K,ucl_rare gold rare
Piemonte Calcio,Spain,Serie A TIM,Álvaro Borja Morata Martín,82,ST,6.4K,ucl_rare gold rare
Piemonte Calcio,Wales,Serie A TIM,Aaron Ramsey,82,CM,4.4K,ucl_rare gold rare
Paris SG,Portugal,Ligue 1 Conforama,Danilo Luís Hélio Pereira,82,CDM,0,ucl_rare gold rare
Ajax,Netherlands,Eredivisie (NED 1),Daley Blind,82,CB,2.4K,ucl_rare gold rare
Olympiacos CFP,Morocco,Hellas Liga (GRE 1),Youssef El Arabi,82,ST,21K,if gold rare
Napoli,Nigeria,Serie A TIM,Victor Osimhen,82,ST,30K,if gold rare
LOSC,France,Ligue 1 Conforama,Jonathan Bamba,82,LM,29K,if gold rare
OM,France,Ligue 1 Conforama,Jordan Amavi,82,LB,0,if gold rare
RB Leipzig,Spain,Bundesliga,Daniel Olmo Carvajal,82,CAM,31.25K,if gold rare
SC Braga,Portugal,Liga NOS (POR 1),Ricardo Sousa Esgaio,82,RB,40K,if gold rare
VfL Wolfsburg,Germany,Bundesliga,Maximilian Arnold,82,CM,0,if gold rare
BSC Young Boys,Cameroon,Raiffeisen Super L. (SUI 1),Jean-Pierre Nsame,82,ST,25K,if gold rare
Cagliari,Brazil,Serie A TIM,João Pedro G. Santos Galvão,82,CAM,34.25K,if gold rare
Minnesota United,United States,Major League Soccer (MLS),Ike Opara,82,CB,30K,halloween gold rare
OGC Nice,France,Ligue 1 Conforama,Pierre Lees-Melou,82,CM,29K,if gold rare
Hertha Berlin,Brazil,Bundesliga,Matheus Santos Carneiro Da Cunha,82,LM,35K,if gold rare
Newcastle Utd,England,Premier League,Callum Wilson,82,ST,27.75K,if gold rare
Parma,Côte d'Ivoire,Serie A TIM,Gervais Yao Kouassi,82,ST,24.75K,if gold rare
Roma FC,England,Serie A TIM,Chris Smalling,82,CB,36.75K,if gold rare
Real Betis,Spain,LaLiga Santander,Cristian Tello Herrera,82,LM,38.25K,if gold rare
Arsenal,Brazil,Premier League,Gabriel dos S. Magalhães,82,CB,40K,if gold rare
Southampton,England,Premier League,James Ward-Prowse,82,CM,41K,if gold rare
NY Red Bulls,United States,Major League Soccer (MLS),Aaron Long,82,CB,0,objective_reward_3 gold rare
OM,France,Ligue 1 Conforama,Morgan Sanson,82,CM,14.75K,ucl_live gold rare
OGC Nice,Algeria,Ligue 1 Conforama,Youcef Atal,82,RB,30.7K,europa_live gold rare
Valencia CF,Spain,LaLiga Santander,Carlos Soler Barragán,82,CM,39.25K,if gold rare
RB Leipzig,France,Bundesliga,Ibrahima Konaté,82,CB,26K,if gold rare
OL,Belgium,Ligue 1 Conforama,Jason Denayer,82,CB,23K,if gold rare
West Ham,Czech Republic,Premier League,Vladimír Coufal,82,RB,46.25K,if gold rare
Crystal Palace,Belgium,Premier League,Michy Batshuayi,82,ST,38K,if gold rare
Napoli,Portugal,Serie A TIM,Mário Rui Silva Duarte,82,LB,41.5K,if gold rare
PSV,Netherlands,Eredivisie (NED 1),Denzel Dumfries,82,RB,24.75K,if gold rare
Jiangsu Suning,Brazil,Chinese FA Super L. (CHN 1),Alex Teixeira dos Santos,82,ST,47.75K,purple gold rare
SC Freiburg,Korea Republic,Bundesliga,Woo Yeong Jeong,82,RM,0,objective_reward gold rare
RC Celta,Ghana,LaLiga Santander,Joseph Aidoo,82,CB,0,objective_reward gold rare
Benevento,Colombia,Serie A TIM,Andres Tello,82,CM,0,objective_reward gold rare
Preston,England,EFL Championship (ENG 2),Scott Sinclair,82,LM,0,objective_reward_3 gold rare
Blackburn Rovers,England,EFL Championship (ENG 2),Bradley Dack,82,CAM,0,objective_reward_3 gold rare
Montpellier,Algeria,Ligue 1 Conforama,Andy Delort,82,ST,26K,if gold rare
Fenerbahçe,Argentina,Süper Lig (TUR 1),Diego Perotti,82,LM,31.5K,if gold rare
OL,Cameroon,Ligue 1 Conforama,Karl Toko-Ekambi,82,LW,27K,if gold rare
Bordeaux,France,Ligue 1 Conforama,Benoît Costil,82,GK,28K,if gold rare
M'gladbach,Germany,Bundesliga,Florian Neuhaus,82,CM,35K,if gold rare
